items_id,asks-for,p_contents_eng,a1_contents_eng,a2_contents_eng,correct_answers,p_contents_kz,a1_contents_kz,a2_contents_kz
805,effect,My brother was released from the hospital.,I welcomed him back home.,I gave him the cold shoulder.,1,Менің ағам ауруханадан босатылды.,Мен оны үйге қайттым.,Мен оған суық иықты бердім.
806,effect,The curtain on the stage went up.,The opening scene of the play began.,The actors in the play exited the stage.,1,Сахнадағы перде көтерілді.,Ойынның ашылу көрінісі басталды.,Пьесадағы актерлер сахнадан шықты.
807,cause,The hostage submitted to the kidnapper's mandates.,The kidnapper threatened to hurt the hostage.,The kidnapper left the hostage by himself.,1,Кептегер ұрлаушының мандаттарына ұсынылды.,Кидраппер барымтаға зиян тигізді деп қорқытты.,Бауырлас адамгерді өзі тастап кетті.
808,cause,A boom reverberated across the stage.,The musician tapped his foot.,The musician pounded the drum.,2,Сахнада бум қайтып келді.,Музыкант аяғын ұстады.,Музыкант барабанды ұрды.
809,cause,The parents rushed to their child's bedroom.,The child awoke screaming from a nightmare.,The child was scared to look under her bed.,1,Ата-аналар балаларының жатын бөлмесіне қарай бет алды.,Бала қорқыныштан айқайлады.,Бала төсегінің астына қарады.
810,cause,The woman communicated with sign language.,She was born premature.,She was born deaf.,2,Әйел ым тілімен сөйлесті.,Ол шала туған.,Ол саңырау болып дүниеге келді.
811,effect,A drought occurred in the region.,The water became contaminated.,The crops perished.,2,Құрғақшылық аймақта болды.,Су ластанған.,Дақылдар қайтыс болды.
812,effect,The cat chased the bird.,The bird flew away.,The bird caught a worm.,1,Мысық құсты қуып жіберді.,Құс ұшып кетті.,Құс құрт ұстады.
813,cause,The girl switched schools.,School let out for the summer.,She moved to a new town.,2,Қыз мектептерді ауыстырды.,Мектеп жаз бойы шығарылды.,Ол жаңа қалаға көшті.
814,effect,The factory owner refused to raise employees' wages.,The owner appointed a new manager.,The employees went on strike.,2,Зауыттың иесі қызметкерлердің жалақысын көтеруден бас тартты.,Иесі жаңа менеджер тағайындады.,Қызметкерлер ереуілге шықты.
815,effect,The leader antagonized the extremists among his country.,The extremists influenced him.,The extremists assassinated him.,2,Көшбасшы өз елінің ішіндегі экстремистерді қарсы алды.,Оған экстремистер әсер етті.,Экстремистер оны өлтірді.
816,effect,I walked barefoot on the beach.,Sand stuck to my feet.,Waves crashed along the shore.,1,Мен жағажайда жалаң аяқ жүрдім.,Құм аяқтарыма жабысып қалды.,Толқындар жағалауда құлады.
817,effect,I woke up in the middle of the night feeling cold.,I put sweatpants on.,I drank a glass of water.,1,Мен түн ортасында мен суық сезінемін.,Мен шелектерді қостым.,Мен бір стакан су ішемін.
818,cause,The mother hushed her son.,Her son smirked.,Her son whined.,2,Анасы ұлын таң қалдырды.,Оның баласы күлді.,Оның ұлы есімді.
819,cause,A hole ripped in my jeans.,I zipped up the jeans.,I tripped on the pavement.,2,Менің джинсымда тесік жейді.,Мен джинсы бардым.,Мен төсемге бардым.
820,effect,The boy wore braces.,He got a cavity.,His teeth became straight.,2,Бала жақшалар киді.,Оның қуысы бар.,Оның тістері түзу болды.
821,effect,I worked out at the gym yesterday.,I woke up today with sore muscles.,I woke up today with a sore throat.,1,Кеше спортзалда жаттығу жасадым.,Мен бүгін бұлшықеттермен ояндым.,Мен бүгін жұлдырумен ояндым.
822,effect,The girl whispered back and forth to each other at the lunch table.,Other students sat down at the lunch table.,Other students at the lunch table felt left out.,2,Қыздар түскі ас үстелінде бір-біріне дейін сыбырлады.,Басқа студенттер түскі ас үстеліне отырды.,Түскі ас үстеліндегі басқа студенттер қалды.
823,effect,The child landed on the trampoline.,She sprung back up into the air.,She decided to try to do a flip.,1,Бала батутқа қонды.,Ол ауаға қайта оралды.,Ол флип жасауға тырысты.
824,effect,I deposited the letter in the mailbox.,The post office delivered the letter.,The post office expedited the letter.,1,Мен хатты пошта жәшігіне орналастырдым.,Хатта пошта бөлімшесі жеткізілді.,Хатта пошта бөлімшесі кірістірілген.
825,effect,The gambler was confident.,He bet all of his money.,He went home broke.,1,Құмар ойыншы сенімді болды.,Ол барлық ақшасын салған.,Үйге кетті.
826,cause,The forest fire spread.,The winds became stronger.,The arsonists were apprehended.,1,Орман өрт сөндірілді.,Желдер күшейе түсті.,Арсонистер ұсталды.
827,effect,The child skinned his knee.,His mother sent him to his room.,His mother put a bandage on the wound.,2,Бала оның тізесін теріп алды.,Анасы оны бөлмесіне жіберді.,Анасы жараға таңғыш қойды.
828,cause,The man survived the deadly illness.,He signed his will.,He received an organ transplant.,2,Ер адам өлімге әкелді.,Ол өз еркін қол қойды.,Ол органмен трансплантация алды.
829,effect,I took a sip of the scalding coffee.,I bit my tongue.,I burnt my tongue.,2,Мен масштабты кофе ішкенмін.,Мен тілімді қатты білемін.,Мен өз тілімді өрттім.
830,cause,The editor fired the writer.,The writer avoided bias in her stories.,The writer missed an important deadline.,2,Редактор жазушыны оқтады.,Жазушы өзінің әңгімелеріндегі жағымсыздықтардан аулақ болды.,Жазушы маңызды мерзімге жіберіп алды.
831,cause,I felt exhausted.,I slept all day.,I studied all day.,2,Мен шаршадым.,Мен күні бойы ұйықтадым.,Мен күні бойы оқыдым.
832,cause,The physician diagnosed the patient.,She identified the patient's symptoms.,She prescribed pills to the patient.,1,Дәрігер науқасты анықтады.,Ол науқастың симптомдарын анықтады.,Ол науқасқа таблетка тағайындады.
833,cause,I scratched my skin.,It was sweaty.,It felt itchy.,2,Мен терімді тырнап алдым.,Ол терлей еді.,Ол қышынғанын сезді.
834,cause,The man underwent emergency surgery.,He lost his temper.,He suffered a heart attack.,2,Ер адам шұғыл хирургиядан өтті.,Ол өзінің мінезінен айырылды.,Ол инфаркқа шабуыл жасады.
835,cause,The man's arm muscles bulged.,He flexed his arms.,He rubbed his arms.,1,Ер адамның қолың бұлшықеттері бітеді.,Ол қолдарын икемеді.,Ол қолдарын сүртті.
836,cause,The man raised his eyebrows.,He was surprised.,He felt discouraged.,1,Ер адам қастарын көтерді.,Ол таң қалды.,Ол ұнжырғасы түскенін сезді.
837,cause,I excused my colleague's blunder.,I believed his intentions were good.,I believed that he knew better.,1,Мен әріптесімнің қателігін кешірдім.,Оның ниеті жақсы болды деп сендім.,Мен ол жақсырақ білді деп сендім.
838,effect,The man quit smoking.,He began exercising more.,He started waking up earlier.,1,Адам темекі шегуге кетеді.,Ол көбірек жаттығуды бастады.,Ол ертерек оян бастады.
839,effect,The woman punched her attacker in the nose.,The attacker's body went lifeless.,The attacker started to bleed.,2,Әйел оның шабуылдаушысын мұрынға ұрды.,Шабуылдаушының денесі жансыз болды.,Шабуылшы қан кете бастады.
840,cause,The dart missed the bull's eye.,The man's aim was off.,The man was losing the game.,1,Дарт Булдың көзін сағынды.,Ер адамның мақсаты өшірілген.,Ер адам ойыннан айырылды.
841,cause,The homeowner requested that an exterminator come to his house.,He discovered rats in the basement.,He kept an ant farm in his room.,1,Үй иесі экстрематордың үйіне келгенін сұрады.,Ол жертөледе егеуқұйрықтарды тапты.,Ол өз бөлмесінде құмырсқа фермасын сақтады.
842,cause,I suggested to my houseguest that we go out to dinner.,I was too tired to prepare anything.,My houseguest overstayed her welcome.,1,Мен үйге кешкі асқа шығатынымызды ұсындым.,Мен ештеңе дайындаудан шаршадым.,Менің үйім оның қош келдіңіздер.
843,effect,The girl caught her brother reading her diary.,She started hiding the diary.,She got a new diary.,1,Қыз ағасын өзінің күнделігін оқып берді.,Ол күнделігін жасыра бастады.,Ол жаңа күнделікке ие болды.
844,effect,The woman was short on money for rent.,She worked overtime.,She quit her job.,1,Әйел жалға алу үшін ақша көп болды.,Ол үстеме жұмыс жасады.,Ол жұмыстан кетеді.
845,cause,The child's hand quickly recoiled.,He touched the hot stove.,He patted the puppy's head.,1,Баланың қолы тез қайтып оралды.,Ол ыстық пешке тиді.,Ол күшіктің басын қойды.
846,effect,The company wanted to gauge customer satisfaction.,They offered a discount to new customers.,They distributed a survey to customers.,2,Компания тұтынушылардың қанағаттанушылығын өлшеп алғысы келді.,Олар жаңа клиенттерге жеңілдік ұсынды.,Олар сауалнаманы клиенттерге таратты.
847,cause,The wood floor became scratched.,The boy threw the cushions off the couch.,The boy dragged a chair across the floor.,2,Ағаш едені тырналды.,Бала диваннан жастықшаларды лақтырды.,Бала орындықты еденге сүйреп апарды.
848,cause,I shielded my face.,My enemy taunted me.,My enemy cocked a fist.,2,Мен бетімді қорғадым.,Менің жауым мені мазалайды.,Менің жауым жұдырықты ұрды.
849,cause,The famous statue burned down.,It was struck by lightning.,People came to venerate it.,1,Әйгілі мүсін өртенді.,Ол найзағайдан ұрды.,Адамдар оны мазалайды.
850,effect,I left the fruit out on the table.,The fruit shed seeds.,Flies swarmed the fruit.,2,Мен жемісті үстелге қалдырдым.,Жеміс тұқымдарын төгіп тастады.,Аяқтар жемістерді жеді.
851,cause,The ballerina tore a ligament.,She pointed her toes.,She twisted her ankle.,2,Балерина байламды жыртып тастады.,Ол саусақтарын атап өтті.,Ол оның білегін бұрап алды.
852,cause,The child's shoelaces came untied.,He learned how to tie them.,He ran around on the playground.,2,Баланың аяқ киімдері бұғатталды.,Ол оларды қалай байлауды үйренді.,Ол ойын алаңында жүгірді.
853,effect,I became enthralled in the book.,I returned the book.,I lost track of time.,2,Кітапта мен кіре алдым.,Мен кітапты қайттым.,Мен уақытты жоғалтып алдым.
854,cause,The man held similar beliefs to those of his parents.,His parents influenced him.,His parents disowned him.,1,Ер адам осындай сенімдерді ата-аналарына ұстады.,Оның ата-анасы оған әсер етті.,Ата-анасы оны тастап кетті.
855,cause,The car gradually slowed to a stop.,It ran out of gas.,The driver fell asleep.,1,Автокөлік біртіндеп тоқтады.,Ол газдан шығып кетті.,Жүргізуші ұйықтап қалды.
856,effect,The man ate the ice cream in the sun.,The ice cream lost its flavor.,The ice cream dripped from the cone.,2,Ер адам балмұздаққа күн батады.,Балмұздақ хош иісі жоғалды.,Балмұздақ конустың ішінен сүртілген.
857,cause,I hung artwork in the room.,The carpet looked dirty.,The walls looked bare.,2,Мен бөлмеде өнер туындыларын іліп қойдым.,Кілем лас болып көрінді.,Қабырғалар жалаңаш көрінді.
858,cause,I left work early.,I had a headache.,My boss held a meeting.,1,Мен жұмыстан ерте кетіп қалдым.,Менде бас ауруы болды.,Менің бастығым жиналыс өткізді.
859,effect,The puppy soiled the carpet.,The owner scolded the puppy.,The owner gave the puppy a treat.,1,Күшік кілемді лақтырды.,Иесі күшікті ұрды.,Иесі күшікке ем болды.
860,effect,I apologized to my friend.,My friend forgave me.,My friend became infuriated.,1,Мен досымнан кешірім сұрадым.,Менің досым мені кешірді.,Менің досым ауырды.
861,cause,The man stood out in the crowd.,He carried a backpack.,He wore a neon vest.,2,Адам көпшіліктің үстінде тұрды.,Ол рюкзакты өткізді.,Ол неон саңырауқұлақтарын киді.
862,effect,The witness lied under oath.,He completed his testimony.,He was charged with perjury.,2,Куәгерлер ант берді.,Ол өзінің айғақтарын аяқтады.,Оған Перцюри айып тағылды.
863,cause,The woman dyed her hair.,She wanted a new look.,She wanted to blend in.,1,Әйел шашын бояды.,Ол жаңа көрініс алғысы келді.,Ол араласқысы келді.
864,effect,The immigrants were caught illegally residing in the country.,They found employment.,They were deported.,2,Иммигранттар елде заңсыз тұрғылықты.,Олар жұмысқа орналасты.,Олар жер аударылды.
865,effect,The public speaker cracked a joke.,The audience laughed.,The audience stood up.,1,Мемлекеттік спикер әзілді сындырды.,Көрермендер күлді.,Көрермендер тұрды.
866,effect,I looked into the sun.,The sun blinded me.,The sun tanned my skin.,1,Мен күнді қарадым.,Күн мені соқырдан алды.,Күн менің терімді таң қалдырды.
867,effect,I felt bored.,I snorted.,I yawned.,2,Мен қатты ренжідім.,Мен жұлып алдым.,Мен жүгірдім.
868,cause,The steak was difficult to cut.,The knife was dull.,The steak was raw.,1,Стейкті кесу қиын болды.,Пышақ түтіккен.,Стейк шикі болды.
869,cause,The woman declared bankruptcy.,She received alimony payment.,She acquired massive debt.,2,Әйел банкроттықты жариялады.,Ол алимент төлеуді алды.,Ол жаппай қарызға ие болды.
870,effect,The lights in my friend's apartment were on.,I wondered if he was out.,I decided to pay him a visit.,2,Менің досымның пәтеріндегі шамдар жанданды.,Мен оның шықпағанын ойладым.,Мен оған сапармен төлеуді ұйғардым.
871,effect,I put the flower under my nose.,The petals came off the flower.,I picked up the flower's scent.,2,Мен гүлді мұрнымның астына қойдым.,Жапырақшалар гүлден шықты.,Мен гүлдің иістігін алдым.
872,cause,The woman felt nostalgic.,She ran into a childhood friend.,She yelled at her children.,1,Әйел ностальгиялық сезінді.,Ол балалық досқа жүгірді.,Ол балаларына айқайлады.
873,effect,The student procrastinated on the paper.,He submitted the paper early.,He submitted the paper incomplete.,2,Студент қағазға жиналды.,Ол қағазды ертерек тапсырды.,Ол қағазды толық емес тапсырды.
874,effect,My car broke down.,I went to the mall.,I called a mechanic.,2,Менің көлігім бұзылды.,Мен сауда орталығына бардым.,Мен механик деп атадым.
875,cause,I discarded the note.,It was anonymous.,It was illegible.,2,Мен жазбаны тастадым.,Бұл анонимді болды.,Бұл заңсыз болды.
876,effect,The bird flapped its wings.,It laid eggs.,It ascended upwards.,2,Құс қанаттарын түсірді.,Ол жұмыртқа салды.,Ол жоғары көтерілді.
877,cause,I parked in the driveway.,The garage was open.,The garage was full.,2,Мен жолда тұрдым.,Гараж ашық болды.,Гараж толы болды.
878,effect,The criminal aimed the gun at his victim.,The criminal put down the gun.,The victim put his hands up.,2,Қылмыскер зеңбірекке оның жәбірленушесіне бағытталған.,Қылмыскер зеңбірек түсірді.,Жәбірленуші қолын созды.
879,cause,I looked forward to the weekend.,I planned to attend my uncle's funeral.,I planned to attend my friend's wedding.,2,Мен демалыс күндерін асыға күттім.,Мен ағам жерлеу рәсіміне баруды жоспарладым.,Мен досымның үйленуіне баруды жоспарладым.
880,cause,I lost track of time.,I was daydreaming.,I was nauseous.,1,Мен уақытты жоғалтып алдым.,Мен армандадым.,Мен жүрек айы болдым.
881,cause,The document printed out illegibly.,The printer was low on ink.,The print was out of paper.,1,Құжат заңсыз басып шығарылды.,Принтер сия аз болды.,Басып шығару қағаздан тыс қалды.
882,effect,The stadium played the national anthem.,The fans turned to the flag.,The fans rushed the field.,1,Стадион ұлттық әнұранды ойнады.,Жанкүйерлер жалаушаға бұрылды.,Жанкүйерлер далаға асықты.
883,effect,The dip tasted bland.,I served it.,I put salt in it.,2,Дәмді бланк.,Мен оны қызмет еттім.,Мен оған тұз қойдым.
884,effect,I set the paper towel on the spill.,The towel absorbed the liquid.,The spill left a sticky residue.,1,Мен қағаз сүлгімен төгілген жерге қойдым.,Сүлгімен сұйықтықты сіңірді.,Төгілуі жабысқақ қалдық қалдырды.
885,effect,The woman was interrupted in the midst of reading her book.,She bookmarked her page.,She reread the book.,1,Әйел кітапты оқу ортасында үзілді.,Ол өз парағын белгілеген.,Ол кітапты қайта қарайды.
886,effect,The plane hit some turbulence.,The man tightened his seatbelt.,The man looked out the window.,1,Ұшақ біршама турбуленттілікке ұшырады.,Ер адам қауіпсіздік белдігін қатайтты.,Ер адам терезеден қарады.
887,cause,The boy flinched.,The girl ignored him.,The girl poked him.,2,Бала қамырылды.,Қыз оны елемеді.,Қыз оны мазалады.
888,cause,The doctors gave the patient an artificial limb.,They amputated her leg.,They monitored her vitals.,1,Дәрігерлер науқасқа жасанды аяқ берді.,Олар аяғын кесіп өлтірді.,Олар оның өмірлік маңызды екенін бақылап отырды.
889,effect,The boy pinched the girl's elbow.,She shrugged her shoulders at him.,She jerked her arm away from him.,2,Бала қыздың шынтасын қысып алды.,Ол оның иықтарын қысып жіберді.,Ол оның қолынан алыстады.
890,cause,I asked my friend for advice.,I valued his opinion.,I knew I was right.,1,Мен досымнан кеңес сұрадым.,Мен оның пікірін бағаладым.,Менің дұрыс екенімді білдім.
891,effect,The boy stepped in mud.,The mud stuck to his shoes.,The mud hit him in the face.,1,Бала балшыққа кірді.,Балшық аяқ киіміне жабысып қалды.,Балшық оны бетіне тигізді.
892,effect,The town received several inches of snow.,Schools shut down.,People hid underground.,1,Қала бірнеше дюйм қарын алды.,Мектептер жабылды.,Адамдар жер астында жасырды.
893,effect,The employee's shift ended.,He went home for the day.,He threatened to quit the job.,1,Қызметкердің ауысымы аяқталды.,Ол үйге кетті.,Ол жұмыстан кетуге қорқытты.
894,cause,The tree damaged the house.,The tree fell onto the roof.,The tree shaded the backyard.,1,Ағаш үйге зардап шекті.,Ағаш төбеге құлады.,Ағаш ауланы көлеңкеледі.
895,cause,The wood split in half.,I stacked the wood in the fireplace.,I swung the axe down to the wood.,2,Ағаштың жартысында бөлінген.,Мен ағашты каминге қостым.,Мен балтаны ағашқа бұрамын.
896,cause,The family congratulated the couple.,The couple announced that they were separating.,The couple announced that they were having a baby.,2,Отбасы жұпты құттықтады.,Ерлі-зайыптылар бөлетіндерін жариялады.,Ерлі-зайыптылар олардың балалы болғанын мәлімдеді.
897,cause,The girl sent the boy a valentine.,She liked him.,She kissed him.,1,Қыз баланы Валентинді жіберді.,Ол оған ұнады.,Ол оны сүйді.
898,cause,I nodded my head at my friend's statement.,I was confused.,I agreed with him.,2,Мен менің досымның сөзінде басымды тастадым.,Мені шатастырды.,Мен онымен келістім.
899,cause,The friends flipped a coin.,They wanted to find a compromise.,They wanted to make a fair decision.,2,Достар монетаны қамқтырып алды.,Олар ымыраға келгісі келді.,Олар әділ шешім қабылдағысы келді.
900,effect,The timer in the kitchen went off.,The man unloaded the groceries into the refrigerator.,The man took the pizza out of the oven.,2,Ас үйдегі таймер кетті.,Ер адам тағамдарды тоңазытқышқа түсірді.,Ер адам пиццаны пештен шығарды.
901,effect,The woman set an ambitious goal.,She slacked off.,She worked hard.,2,Әйел өршіл мақсат қойды.,Ол құлады.,Ол көп жұмыс жасады.
902,effect,The wealthy man died of old age.,His son got into legal trouble.,His son inherited his fortune.,2,Бай адам қарттықтан қайтыс болды.,Оның баласы заңды қиындыққа тап болды.,Оның ұлы өзінің байлығын мұра етті.
903,effect,The woman stomped on the flames.,The flames went out.,Smoke arose from the flames.,1,Әйел жалынға түсті.,Жалын шықты.,Түтін оттан пайда болды.
904,cause,The woman's car was in the shop.,Her driver's license was revoked.,She got in a car accident.,2,Әйелдің көлігі дүкенде болды.,Оның жүргізуші куәлігі қайтарып алынды.,Ол көлік апатына ұшырады.
905,effect,I slept through my alarm.,I made breakfast.,I missed breakfast.,2,Мен дабылдан бері ұйықтадым.,Мен таңғы ас жасадым.,Мен таңғы асты сағындым.
906,effect,The public figure got out of the limousine.,Cameras flashed in his direction.,His family attended the press conference.,1,Қоғам қайраткері лимузиннен шықты.,Камералар оның бағытында жыпылықтады.,Оның отбасы баспасөз конференциясына қатысты.
907,effect,The woman lingered in the bathtub.,The bathwater became lukewarm.,The bathwater drained out of the tub.,1,Әйел ваннада созылды.,Бат сулары жылы болды.,Ванна суы ваннадан шығарылды.
908,effect,The college student wanted to meet other students on campus.,He joined a fraternity.,He majored in engineering.,1,Колледж студенті қалашықтағы басқа студенттермен кездескісі келді.,Ол бауырластыққа қосылды.,Ол инженерлік мамандыққа ие болды.
909,cause,I lifted up the couch cushions.,I was looking for loose change.,I was rearranging the living room.,1,Мен диванның жастықшаларын көтердім.,Мен борпылдақ өзгердім.,Мен қонақ бөлмесін қайта құрдым.
910,effect,The wasp flew towards the boy.,The boy ran away.,The boy picked a flower.,1,Варп балаға қарай ұшып кетті.,Бала қашып кетті.,Бала гүл алды.
911,effect,The woman was found guilty of a misdemeanor.,She was sentenced to perform community service.,She was put on death row.,1,Әйелдің кінәсі үшін кінәлі деп тапты.,Ол қауымдастық қызметіне жіберілді.,Ол өлім қатарына қойылды.
912,effect,I stirred the sugar into the hot tea.,The tea steamed.,The sugar dissolved.,2,Мен қантты ыстық шайға араластырдым.,Шай буланған.,Қант еріген.
913,cause,The veteran walked with a limp.,He was drafted for the war.,He was injured in battle.,2,Ардагер аяғымен жүрді.,Ол соғыс үшін дайындалған.,Ол шайқаста жарақат алды.
914,effect,The criminal ran away from the police.,The police attended to the victim.,The police chased the criminal.,2,Қылмыстық қылмыс полициядан қашып кетті.,Полиция жәбірленушіге қатысты.,Полиция қылмыскерді қуады.
915,cause,The laptop wouldn't turn on.,I dropped it.,I charged it.,1,Ноутбук қосылмайды.,Мен оны тастадым.,Мен оны айыптадым.
916,cause,The woman ran out of room in her closet.,She acquired an extensive wardrobe.,She folded her laundry.,1,Әйел шкафта бөлмеден қашып кетті.,Ол кең гардероб сатып алды.,Ол кірді бүктірді.
917,cause,The man was heartbroken.,His wife gave birth.,His wife left him.,2,Ер адам жүрегі болды.,Әйелі дүниеге келді.,Әйелі оны тастап кетті.
918,effect,The man obtained a degree.,He became qualified for the job he wanted.,His job offer was rescinded.,1,Ер адам дәреже алды.,Ол өз қалаған жұмысқа лайықты болды.,Оның жұмысы туралы ұсыныс шығарылды.
919,cause,The man's voice projected clearly throughout the auditorium.,He greeted the audience.,He spoke into the microphone.,2,Адам дауысы барлық аудиторияда нақты болжалды.,Ол көрермендерді қарсы алды.,Ол микрофонмен сөйлесті.
920,effect,I tossed a coin into the fountain of water.,The coin sunk to the bottom.,The coin broke in half.,1,Мен судың субұрқағына тиынды лақтырып жібердім.,Монета түбіне батып кетті.,Монета жартысында сынды.
921,effect,The player hit the ball toward the hole.,The ball went in the hole.,The ball retreated back to the player.,1,Ойыншы допты тесікке қарай қағып кетті.,Доп тесікке кетті.,Доп ойыншыға шегінді.
922,effect,I breathed in the dust in the attic.,I hiccupped.,I sneezed.,2,Мен шатырда топырақпен дем алып тұрмын.,Мен хикуляцияландым.,Мен түсіндім.
923,cause,The store cashier called security.,The customer used counterfeit money.,The customer left his headlights on.,1,Дүкен кассирі қауіпсіздік деп атады.,Тапсырыс беруші жалған ақша қолданған.,Тапсырыс беруші фараларды үстіне қалдырды.
924,cause,I took the garbage out.,The garbage made the kitchen smell bad.,I accidentally threw away my shopping list.,1,Мен қоқысты шығардым.,Қоқыс ас үйдің иісін етті.,Мен кездейсоқ сауда тізімімді тастадым.
925,effect,The family went to the zoo.,The children admired the animals.,The children chased the animals.,1,Отбасы хайуанаттар бағына кетті.,Балалар жануарларды таң қалдырды.,Балалар жануарларды қуып жіберді.
926,cause,The man's breathing was loud.,His kidneys were failing.,His lungs were congested.,2,Адамның тынысы қатты болды.,Оның бүйрегі сәтсіз болды.,Оның өкпесі жиналды.
927,effect,I had an extra ticket for the concert.,I asked my friend for directions to the venue.,I asked my friend if he was interested in going.,2,Концертке қосымша билет болды.,Мен досымнан орынға бағыттарды сұрадым.,"Мен досымнан бара жатса, мен сұрадым."
928,effect,The air conditioner in the house broke.,I brought out blankets.,I opened the windows.,2,Үйдегі кондиционер жарылды.,Мен көрпе алып тастадым.,Мен терезелерді аштым.
929,cause,The boy's back ached.,His backpack was open.,His backpack was heavy.,2,Бала арқасы ауырды.,Оның рюкзакы ашық болды.,Оның рюкзакы ауыр болды.
930,cause,I bought my mother a present.,I baked her a cake.,It was her birthday.,2,Мен анамнан сыйлық сатып алдым.,Мен оны тортты пісірдім.,Бұл оның туған күні еді.
931,cause,The daffodils in the garden were destroyed.,A bee stung the gardener.,Squirrels dug up the bulbs.,2,Бақшадағы даффилдер жойылды.,Ара бағбаншін қаптады.,Қабыршықтар шамдарды қазды.
932,effect,I struck the match.,The flame faded out.,The match produced a flame.,2,Мен матчты ұрдым.,Жалын өшеді.,Матч жалын шығарды.
933,cause,The disputing parties reached a settlement.,They didn't want to debate in court.,They wanted to repair their personal relationship.,1,Даулы тараптар есеп айырысуға жетті.,Олар сотта пікірталасқысы келмеді.,Олар өздерінің жеке қарым-қатынасын жөндеділері келді.
934,cause,The children were sent to an orphanage.,Their parents died.,Their parents spoiled them.,1,Балалар балалар үйіне жіберілді.,Олардың ата-аналары қайтыс болды.,Олардың ата-аналары оларды бүлдірді.
935,effect,A meteorite landed in the ocean.,A tsunami occurred.,It began to hail.,1,Метеорит мұхитқа қонды.,Цунами болды.,Ол бұршақ бастады.
936,effect,The hiker encountered a poisonous snake.,She became dehydrated.,She panicked.,2,Хейкер улы жыланға тап болды.,Ол құрғатылды.,Ол үрейленді.
937,cause,The oven became hot.,I turned the oven on.,I put the dish in the oven.,1,Пеш ыстық болды.,Пешті бұрдым.,Мен тағамды пешке қойдым.
938,effect,I squeezed the lemon wedge.,The lemon got moldy.,The lemon squirted.,2,Мен лимон сымын сығып алдым.,Лимон көгерді.,Лимон қысылған.
939,effect,The country discovered new land.,The country abandoned the land.,The country colonized the land.,2,Ел жаңа жер тапты.,Ел жерден бас тартты.,Ел жерді отарлады.
940,effect,The glass toppled off the table.,It shattered all over the floor.,It landed in a pile of laundry.,1,Шыны үстелден құлады.,Ол еденнің бәрін сындырды.,Ол үйінді кір жууға қонды.
941,cause,The table wobbled.,The floor was uneven.,The floor was slippery.,1,Кесте.,Еден біркелкі болды.,Еден тайғақ болды.
942,effect,The father caught his son lying.,His son confessed the truth.,The father trusted his son.,1,Әкесі ұлының жатқанын ұстап алды.,Оның баласы шындықты мойындады.,Әкесі оның ұлына сенді.
943,effect,The man's head throbbed with pain.,He took cough syrup.,He took aspirin.,2,Ер адамның басы ауырсынумен ұрды.,Ол жөтел сиропын алды.,Ол аспиринді алды.
944,cause,The train slowed down.,It was approaching the station.,It was running behind schedule.,1,Пойыз баяулады.,Ол станцияға жақындады.,Ол кестеден артта қалды.
945,cause,The man went through therapy.,Mental illness ran in his family.,He was diagnosed with depression.,2,Ер адам терапиядан өтті.,Психикалық ауру отбасында жүгірді.,Оған депрессия диагнозы қойылды.
946,cause,The woman clutched her throat.,She swallowed her food.,She choked on her food.,2,Әйел оның тамағын ұстап алды.,Ол тамағын жұтып қойды.,Ол тамағын тұншықтырды.
947,effect,The woman had a sore throat.,Her voice sounded raspy.,She spoke with an accent.,1,Әйелдің тамағы ауырды.,Оның дауысы қатты дауыс берді.,Ол екпінмен сөйледі.
948,effect,The dog eyed the juicy steak on the table.,It drooled.,It laid down.,1,Ит үстелдегі шырынды стейкті көзге түсірді.,Ол құшақтады.,Ол төселді.
949,effect,The woman's business succeeded.,She fired her employees.,She became wealthy.,2,Әйелдің бизнесі сәтті өтті.,Ол өз қызметкерлерін атады.,Ол бай болды.
950,cause,The students exited the classroom.,The bell rang.,The teacher assigned homework.,1,Студенттер сыныптан шықты.,Қоңырау соғылды.,Мұғалім үй тапсырмасын қосты.
951,effect,The woman claimed she saw a ghost.,Her acquaintances expressed skepticism.,Her acquaintances related to her.,1,Әйел елес көргенін айтты.,Оның таныстары скептицизмді білдірді.,Оның онымен таныстары.
952,cause,The man lost his hearing.,He nearly drowned in the ocean.,He was nearly killed in an explosion.,2,Ер адам естігенін жоғалтты.,Ол мұхитта суға батып кетті.,Ол жарылыс кезінде өлтірілді.
953,effect,The child let go of the balloon string.,The balloon deflated.,The balloon rose into the air.,2,Бала шардың жолын жіберуге мүмкіндік береді.,Шарылды бұзды.,Шар ауаға көтерілді.
954,cause,The man lost his ability to speak.,He had a stroke.,He took a deep breath.,1,Ер адам сөйлеу қабілетін жоғалтты.,Оның инсульт болды.,Ол терең дем алды.
955,cause,The woman tripped on the sidewalk.,There was a crack in the cement.,She heard her name being called.,1,Әйел тротуарға тиген.,Цементте жарықшақ болды.,Ол оның есімін естіді.
956,effect,The man did a canon ball into the pool.,The lifeguard jumped in after him.,The man soaked the lifeguard.,2,Ер адам бассейнге канондық доп жасады.,Құтқарушы одан кейін секірді.,Ер адам құтқарушыға малынған.
957,effect,I took antibiotics.,My infection cleared up.,My infection spread.,1,Мен антибиотиктерді қабылдадым.,Менің инфекцияым жойылды.,Менің инфекцияым таралған.
